PLAYER NAME,AVG_ROUND_3_SCORING_AVERAGE,TOTAL STROKES_ROUND_3_SCORING_AVERAGE,TOTAL ROUNDS_ROUND_3_SCORING_AVERAGE,YEAR,AVG_SCORING_AVERAGE_BEFORE_CUT,TOTAL STROKES_SCORING_AVERAGE_BEFORE_CUT,TOTAL ROUNDS_SCORING_AVERAGE_BEFORE_CUT,ROUNDS_PUTTING,AVERAGE_PUTTING,TOTAL SG:PUTTING_PUTTING,MEASURED ROUNDS_PUTTING,ROUNDS_OFF-THE-TEE,AVERAGE_OFF-THE-TEE,TOTAL SG:OTT_OFF-THE-TEE,MEASURED ROUNDS_OFF-THE-TEE,ROUNDS_TEE-TO-GREEN,AVERAGE_TEE-TO-GREEN,SG:OTT_TEE-TO-GREEN,SG:APR_TEE-TO-GREEN,SG:ARG_TEE-TO-GREEN,MEASURED ROUNDS_TEE-TO-GREEN,AVG_FINAL_ROUND_SCORING_AVERAGE,TOTAL STROKES_FINAL_ROUND_SCORING_AVERAGE,TOTAL ROUNDS_FINAL_ROUND_SCORING_AVERAGE,ROUNDS_AROUND-THE-GREEN,AVERAGE_AROUND-THE-GREEN,TOTAL SG:ARG_AROUND-THE-GREEN,MEASURED ROUNDS_AROUND-THE-GREEN,ROUNDS_APPROACH-THE-GREEN,AVERAGE_APPROACH-THE-GREEN,TOTAL SG:APP_APPROACH-THE-GREEN,MEASURED ROUNDS_APPROACH-THE-GREEN,TOP 10_TOP_10_FINISHES,1ST_TOP_10_FINISHES,2ND_TOP_10_FINISHES,3RD_TOP_10_FINISHES,MONEY_CAREER_MONEY_LEADERS,RANK_OFFICIAL_WORLD_GOLF_RANKING,ROWAN SCORE,ALL-AROUND_RANKING_DIFF,OFFICIAL_WORLD_GOLF_RANKING_DIFF
Phil Mickelson,70.67,424,6,2014,70.79,1345,19,30.0,0.147,2.799,19.0,30.0,-0.045,-0.862,19.0,30.0,0.604,-0.045,0.232,0.417,19.0,71.5,429.0,6.0,30.0,0.417,7.923,19.0,30.0,0.232,4.41,19.0,0.0,0.0,0.0,0.0,73631353.0,5.0,0.0,-23.0,-10.649999999999977
Jamie Donaldson,70.75,283,4,2014,69.63,557,8,17.0,-0.316,-3.796,12.0,17.0,0.631,7.567,12.0,17.0,1.423,0.631,0.548,0.245,12.0,72.0,288.0,4.0,17.0,0.245,2.935,12.0,17.0,0.548,6.576,12.0,2.0,0.0,1.0,0.0,0.0,28.0,-17.0,-274.58855799373043,-7.189999999999998
Harris English,70.75,849,12,2014,68.68,1717,25,51.0,-0.186,-7.069,38.0,51.0,0.407,15.481,38.0,51.0,1.516,0.407,0.921,0.188,38.0,68.75,825.0,12.0,51.0,0.188,7.128,38.0,51.0,0.921,34.985,38.0,6.0,1.0,0.0,0.0,5922473.0,36.0,0.0,-33.0,-0.05000000000001137
Sergio Garcia,70.8,354,5,2014,69.7,697,10,23.0,0.374,4.49,12.0,23.0,0.259,3.111,12.0,23.0,1.701,0.259,1.17,0.272,12.0,68.2,341.0,5.0,23.0,0.272,3.265,12.0,23.0,1.17,14.038,12.0,4.0,0.0,0.0,1.0,34201580.0,6.0,0.0,-122.0,10.28000000000003
Lucas Glover,70.83,425,6,2014,72.2,2166,30,38.0,-1.081,-27.03,25.0,38.0,0.188,4.701,25.0,38.0,0.509,0.188,0.424,-0.103,25.0,71.25,285.0,4.0,38.0,-0.103,-2.581,25.0,38.0,0.424,10.599,25.0,0.0,0.0,0.0,0.0,15871947.0,322.0,-11.0,-105.0,3.599999999999998
Lee Westwood,70.83,425,6,2014,71.63,1146,16,29.0,-0.035,-0.8,23.0,29.0,0.17,3.917,23.0,29.0,0.474,0.17,0.158,0.146,23.0,72.0,432.0,6.0,29.0,0.146,3.356,23.0,29.0,0.158,3.623,23.0,0.0,0.0,0.0,0.0,16100014.0,37.0,-13.0,83.0,-7.049999999999983
Steven Bowditch,70.88,567,8,2014,71.31,2068,29,42.0,-0.543,-16.843,31.0,42.0,-0.104,-3.226,31.0,42.0,0.359,-0.104,0.097,0.367,31.0,71.86,503.0,7.0,42.0,0.367,11.363,31.0,42.0,0.097,3.001,31.0,1.0,1.0,0.0,0.0,2810776.0,131.0,-5.0,-110.0,38.94
Ernie Els,71.0,355,5,2014,72.64,1017,14,30.0,0.015,0.243,16.0,30.0,-0.322,-5.156,16.0,30.0,-0.134,-0.322,-0.257,0.445,16.0,71.2,356.0,5.0,30.0,0.445,7.127,16.0,30.0,-0.257,-4.113,16.0,1.0,0.0,0.0,0.0,46693965.0,34.0,0.0,61.0,-10.049999999999983
David Lynn,71.0,355,5,2014,71.94,1151,16,27.0,0.248,4.224,17.0,27.0,-0.521,-8.862,17.0,27.0,-0.972,-0.521,-0.257,-0.194,17.0,74.4,372.0,5.0,27.0,-0.194,-3.301,17.0,27.0,-0.257,-4.371,17.0,0.0,0.0,0.0,0.0,2679256.0,66.0,0.0,-40.0,-8.320000000000007
Hunter Mahan,71.0,497,7,2014,70.73,1061,15,30.0,0.564,13.524,24.0,30.0,0.594,14.263,24.0,30.0,0.634,0.594,0.212,-0.173,24.0,71.83,431.0,6.0,30.0,-0.173,-4.149,24.0,30.0,0.212,5.096,24.0,4.0,0.0,0.0,0.0,25637605.0,32.0,-5.0,29.0,-6.25
Russell Henley,71.13,569,8,2014,71.56,1932,27,42.0,0.21,7.351,35.0,42.0,0.215,7.523,35.0,42.0,-0.294,0.215,-0.331,-0.179,35.0,72.13,577.0,8.0,42.0,-0.179,-6.259,35.0,42.0,-0.331,-11.568,35.0,2.0,1.0,0.0,0.0,3452220.0,43.0,-9.0,-129.0,4.309999999999974
Mike Weir,71.17,427,6,2014,72.24,2095,29,37.0,-0.083,-2.396,29.0,37.0,-1.68,-48.73,29.0,37.0,-0.989,-1.68,0.174,0.518,29.0,73.25,293.0,4.0,37.0,0.518,15.008,29.0,37.0,0.174,5.041,29.0,0.0,0.0,0.0,0.0,27064446.0,690.0,-5.0,-21.0,-0.33999999999999986
Brendon de Jonge,71.22,641,9,2014,71.04,1918,27,44.0,-0.15,-5.544,37.0,44.0,0.225,8.32,37.0,44.0,0.176,0.225,0.073,-0.123,37.0,71.44,643.0,9.0,44.0,-0.123,-4.538,37.0,44.0,0.073,2.717,37.0,0.0,0.0,0.0,0.0,8526733.0,80.0,-5.0,22.0,-1.0900000000000034
Rory McIlroy,71.25,285,4,2014,68.88,551,8,18.0,-0.182,-2.187,12.0,18.0,1.135,13.616,12.0,18.0,2.008,1.135,0.517,0.356,12.0,70.5,282.0,4.0,18.0,0.356,4.276,12.0,18.0,0.517,6.2,12.0,3.0,0.0,1.0,0.0,16200743.0,9.0,-21.0,-127.0,-10.29000000000002
Billy Horschel,71.29,499,7,2014,71.78,1651,23,38.0,0.076,1.895,25.0,38.0,0.386,9.653,25.0,38.0,-0.299,0.386,-0.287,-0.398,25.0,69.57,487.0,7.0,38.0,-0.398,-9.944,25.0,38.0,-0.287,-7.178,25.0,1.0,0.0,0.0,0.0,5212601.0,49.0,-5.0,29.0,-4.8799999999999955
Tim Clark,71.33,428,6,2014,71.0,1349,19,28.0,-0.045,-0.77,17.0,28.0,-0.415,-7.06,17.0,28.0,-0.291,-0.415,-0.28,0.404,17.0,69.67,209.0,3.0,28.0,0.404,6.867,17.0,28.0,-0.28,-4.754,17.0,1.0,0.0,1.0,0.0,21317705.0,117.0,0.0,3.0,-4.930000000000007
Jordan Spieth,71.38,571,8,2014,70.62,1483,21,40.0,0.398,11.53,29.0,40.0,0.18,5.227,29.0,40.0,0.726,0.18,0.278,0.268,29.0,70.38,563.0,8.0,40.0,0.268,7.771,29.0,40.0,0.278,8.064,29.0,4.0,0.0,1.0,0.0,5709043.0,13.0,-16.0,53.0,-1.0300000000000011
Ken Duke,71.4,714,10,2014,70.38,1689,24,39.0,-0.56,-17.365,31.0,39.0,0.081,2.52,31.0,39.0,0.469,0.081,0.152,0.236,31.0,70.57,494.0,7.0,39.0,0.236,7.307,31.0,39.0,0.152,4.721,31.0,0.0,0.0,0.0,0.0,8815573.0,133.0,0.0,5.0,-3.8499999999999943
Matteo Manassero,71.5,286,4,2014,71.7,717,10,20.0,-0.481,-6.73,14.0,20.0,-0.55,-7.693,14.0,20.0,0.63,-0.55,0.802,0.377,14.0,71.75,287.0,4.0,20.0,0.377,5.279,14.0,20.0,0.802,11.231,14.0,1.0,0.0,0.0,0.0,0.0,52.0,-1.0,3.0,-6.75
Francesco Molinari,71.5,286,4,2014,70.25,562,8,17.0,-0.467,-5.608,12.0,17.0,0.664,7.969,12.0,17.0,1.762,0.664,0.502,0.597,12.0,71.75,287.0,4.0,17.0,0.597,7.158,12.0,17.0,0.502,6.019,12.0,1.0,0.0,0.0,0.0,0.0,50.0,-6.0,91.41144200626957,4.310000000000002
Henrik Stenson,71.5,286,4,2014,73.3,733,10,20.0,-0.65,-9.094,14.0,20.0,0.609,8.519,14.0,20.0,1.081,0.609,0.799,-0.326,14.0,68.0,272.0,4.0,20.0,-0.326,-4.564,14.0,20.0,0.799,11.185,14.0,1.0,0.0,0.0,0.0,15010907.0,3.0,-13.0,36.41144200626957,-6.759999999999991
Jonas Blixt,71.57,501,7,2014,72.14,1515,21,35.0,0.043,0.95,22.0,35.0,-0.394,-8.669,22.0,35.0,-0.151,-0.394,-0.226,0.469,22.0,69.67,418.0,6.0,35.0,0.469,10.315,22.0,35.0,-0.226,-4.971,22.0,0.0,0.0,0.0,0.0,4694392.0,56.0,-16.0,-5.0,-6.810000000000002
Jim Furyk,71.6,358,5,2014,71.64,788,11,24.0,-0.269,-4.841,18.0,24.0,-0.087,-1.573,18.0,24.0,0.896,-0.087,0.553,0.43,18.0,73.2,366.0,5.0,24.0,0.43,7.742,18.0,24.0,0.553,9.951,18.0,2.0,0.0,0.0,0.0,56603125.0,22.0,-13.0,-40.0,-4.6200000000000045
Stewart Cink,71.63,573,8,2014,70.3,1617,23,37.0,-0.414,-12.409,30.0,37.0,-0.032,-0.973,30.0,37.0,0.009,-0.032,0.578,-0.537,30.0,72.71,509.0,7.0,37.0,-0.537,-16.106,30.0,37.0,0.578,17.353,30.0,0.0,0.0,0.0,0.0,32205544.0,179.0,-21.0,-22.0,-2.3700000000000045
D.A. Points,71.71,502,7,2014,72.48,1667,23,37.0,-0.231,-6.235,27.0,37.0,-0.229,-6.173,27.0,37.0,-0.968,-0.229,-0.777,0.038,27.0,73.86,517.0,7.0,37.0,0.038,1.018,27.0,37.0,-0.777,-20.99,27.0,0.0,0.0,0.0,0.0,9660843.0,88.0,0.0,-32.0,-4.569999999999993
Chris Kirk,71.73,789,11,2014,69.57,1600,23,45.0,-0.007,-0.281,38.0,45.0,-0.085,-3.214,38.0,45.0,0.606,-0.085,0.466,0.225,38.0,72.0,792.0,11.0,45.0,0.225,8.543,38.0,45.0,0.466,17.692,38.0,2.0,1.0,1.0,0.0,6943997.0,53.0,-8.0,85.0,-6.1499999999999915
Sangmoon Bae,71.78,646,9,2014,71.42,1714,24,38.0,0.684,19.834,29.0,38.0,0.261,7.562,29.0,38.0,-0.417,0.261,-0.467,-0.211,29.0,71.0,497.0,7.0,38.0,-0.211,-6.117,29.0,38.0,-0.467,-13.547,29.0,0.0,0.0,0.0,0.0,3314913.0,123.0,0.0,32.0,-2.8799999999999955
Y.E. Yang,71.8,718,10,2014,70.56,1905,27,44.0,-0.181,-5.987,33.0,44.0,0.158,5.226,33.0,44.0,-0.18,0.158,-0.499,0.161,33.0,71.5,572.0,8.0,44.0,0.161,5.325,33.0,44.0,-0.499,-16.482,33.0,0.0,0.0,0.0,0.0,8519426.0,356.0,0.0,-19.0,-1.5100000000000016
Kevin Streelman,71.86,503,7,2014,71.44,1143,16,31.0,0.124,2.719,22.0,31.0,0.351,7.728,22.0,31.0,0.487,0.351,0.114,0.022,22.0,70.43,493.0,7.0,31.0,0.022,0.473,22.0,31.0,0.114,2.502,22.0,1.0,0.0,0.0,1.0,9793382.0,46.0,-7.0,-10.0,-6.210000000000008
John Huh,71.88,575,8,2014,71.6,1790,25,38.0,-0.192,-5.187,27.0,38.0,-0.048,-1.283,27.0,38.0,-0.109,-0.048,-0.356,0.294,27.0,70.67,424.0,6.0,38.0,0.294,7.945,27.0,38.0,-0.356,-9.606,27.0,0.0,0.0,0.0,0.0,4405190.0,143.0,0.0,-29.0,-1.7800000000000011
Gonzalo Fernandez-Castaño,72.0,360,5,2014,73.07,1023,14,25.0,0.051,0.974,19.0,25.0,-0.812,-15.428,19.0,25.0,-0.776,-0.812,0.04,-0.004,19.0,70.8,354.0,5.0,25.0,-0.004,-0.074,19.0,25.0,0.04,0.763,19.0,0.0,0.0,0.0,0.0,1036531.0,44.0,-11.0,-38.0,-6.200000000000017
Trevor Immelman,72.0,648,9,2014,71.57,2004,28,42.0,-0.527,-16.337,31.0,42.0,0.118,3.671,31.0,42.0,0.678,0.118,-0.05,0.61,31.0,70.57,494.0,7.0,42.0,0.61,18.92,31.0,42.0,-0.05,-1.561,31.0,1.0,0.0,0.0,0.0,12411516.0,225.0,0.0,-79.0,2.1400000000000006
Brandt Snedeker,72.13,577,8,2014,71.2,1424,20,35.0,0.076,1.824,24.0,35.0,-0.165,-3.953,24.0,35.0,0.201,-0.165,0.283,0.082,24.0,72.71,509.0,7.0,35.0,0.082,1.972,24.0,35.0,0.283,6.802,24.0,1.0,0.0,0.0,0.0,21999391.0,19.0,-11.0,-133.0,-5.610000000000014
Darren Clarke,72.33,217,3,2014,73.77,959,13,19.0,-1.179,-17.677,15.0,19.0,0.044,0.656,15.0,19.0,-1.407,0.044,-1.17,-0.28,15.0,74.67,224.0,3.0,19.0,-0.28,-4.204,15.0,19.0,-1.17,-17.553,15.0,0.0,0.0,0.0,0.0,8526142.0,321.0,-5.0,-15.0,-1.0700000000000003
Marc Leishman,72.33,434,6,2014,70.31,1125,16,29.0,-0.001,-0.018,23.0,29.0,-0.047,-1.09,23.0,29.0,0.597,-0.047,0.633,0.011,23.0,71.0,426.0,6.0,29.0,0.011,0.249,23.0,29.0,0.633,14.563,23.0,2.0,0.0,1.0,0.0,8297498.0,69.0,-2.0,-51.0,-3.0600000000000023
Victor Dubuisson,72.75,291,4,2014,72.22,650,9,22.0,-0.871,-11.324,13.0,22.0,0.46,5.984,13.0,22.0,1.211,0.46,1.044,-0.293,13.0,73.75,295.0,4.0,22.0,-0.293,-3.812,13.0,22.0,1.044,13.573,13.0,1.0,0.0,1.0,0.0,0.0,21.0,0.0,-31.0,-5.6699999999999875
Scott Stallings,72.75,291,4,2014,71.57,1646,23,31.0,0.172,3.621,21.0,31.0,-0.265,-5.571,21.0,31.0,-0.712,-0.265,-0.426,-0.021,21.0,69.5,278.0,4.0,31.0,-0.021,-0.431,21.0,31.0,-0.426,-8.955,21.0,1.0,1.0,0.0,0.0,6068729.0,62.0,0.0,130.0,-4.0800000000000125
Boo Weekley,72.75,582,8,2014,70.78,1274,18,34.0,-1.277,-31.928,25.0,34.0,0.595,14.885,25.0,34.0,0.902,0.595,0.296,0.011,25.0,70.43,493.0,7.0,34.0,0.011,0.275,25.0,34.0,0.296,7.388,25.0,0.0,0.0,0.0,0.0,11448860.0,68.0,0.0,-1.0,-4.86999999999999
Ángel Cabrera,73.0,146,2,2014,72.06,1153,16,20.0,0.047,0.942,20.0,20.0,0.283,5.658,20.0,20.0,-0.91,0.283,-0.561,-0.632,20.0,72.5,145.0,2.0,20.0,-0.632,-12.647,20.0,20.0,-0.561,-11.21,20.0,0.0,0.0,0.0,0.0,11859011.0,83.0,0.0,-73.0,-2.780000000000001
Roberto Castro,73.0,438,6,2014,72.0,1584,22,32.0,-0.792,-18.208,23.0,32.0,0.055,1.265,23.0,32.0,0.331,0.055,0.043,0.233,23.0,69.83,419.0,6.0,32.0,0.233,5.358,23.0,32.0,0.043,0.99,23.0,0.0,0.0,0.0,0.0,3182543.0,87.0,0.0,43.0,-3.8900000000000006
Derek Ernst,73.33,440,6,2014,73.14,2121,29,39.0,-1.057,-29.594,28.0,39.0,0.275,7.689,28.0,39.0,-1.205,0.275,-0.787,-0.692,28.0,72.0,360.0,5.0,39.0,-0.692,-19.384,28.0,39.0,-0.787,-22.039,28.0,0.0,0.0,0.0,0.0,1510757.0,168.0,0.0,5.0,-1.9200000000000017
Dustin Johnson,68.0,272,4,2015,71.77,933,13,20.0,-0.18,-3.056,17.0,20.0,0.904,15.375,17.0,20.0,2.269,0.904,1.433,-0.069,17.0,68.0,272.0,4.0,20.0,-0.069,-1.178,17.0,20.0,1.433,24.366,17.0,4.0,1.0,1.0,0.0,29666559.0,7.0,-29.0,18.0,0.3599999999999852
Jimmy Walker,68.5,685,10,2015,69.52,1460,21,40.0,0.95,31.364,33.0,40.0,0.248,8.188,33.0,40.0,1.198,0.248,0.884,0.066,33.0,70.6,706.0,10.0,40.0,0.066,2.171,33.0,40.0,0.884,29.186,33.0,5.0,2.0,1.0,0.0,17606795.0,10.0,-13.0,-19.0,42.039999999999964
James Hahn,68.88,551,8,2015,71.0,1846,26,40.0,-0.056,-1.731,31.0,40.0,0.174,5.392,31.0,40.0,0.624,0.174,0.028,0.422,31.0,70.0,560.0,8.0,40.0,0.422,13.071,31.0,40.0,0.028,0.872,31.0,1.0,1.0,0.0,0.0,3653550.0,94.0,0.0,-21.0,-1.2900000000000063
Ben Martin,69.13,553,8,2015,70.92,1702,24,40.0,-0.126,-4.665,37.0,40.0,0.092,3.402,37.0,40.0,0.712,0.092,0.548,0.072,37.0,68.75,550.0,8.0,40.0,0.072,2.674,37.0,40.0,0.548,20.258,37.0,2.0,1.0,0.0,0.0,4540221.0,66.0,0.0,-101.0,9.170000000000002
Patrick Reed,69.2,692,10,2015,69.41,1527,22,40.0,0.513,14.373,28.0,40.0,0.11,3.086,28.0,40.0,1.128,0.11,0.635,0.383,28.0,70.6,706.0,10.0,40.0,0.383,10.729,28.0,40.0,0.635,17.771,28.0,3.0,1.0,1.0,0.0,9901196.0,15.0,-15.0,-110.0,-5.680000000000007
Bubba Watson,69.2,346,5,2015,69.2,692,10,20.0,0.634,10.148,16.0,20.0,1.468,23.484,16.0,20.0,1.537,1.468,0.245,-0.176,16.0,69.8,349.0,5.0,20.0,-0.176,-2.821,16.0,20.0,0.245,3.925,16.0,4.0,1.0,1.0,1.0,31932693.0,3.0,-8.0,-20.0,-15.769999999999982
Brooks Koepka,69.43,486,7,2015,69.71,976,14,27.0,0.518,13.458,26.0,27.0,0.443,11.522,26.0,27.0,0.882,0.443,0.264,0.174,26.0,71.17,427.0,6.0,27.0,0.174,4.533,26.0,27.0,0.264,6.873,26.0,3.0,1.0,0.0,0.0,4629965.0,19.0,-10.0,-68.0,-7.590000000000003
Sangmoon Bae,69.5,556,8,2015,70.96,1703,24,40.0,0.221,7.748,35.0,40.0,0.322,11.283,35.0,40.0,0.198,0.322,0.021,-0.146,35.0,71.75,574.0,8.0,40.0,-0.146,-5.107,35.0,40.0,0.021,0.75,35.0,4.0,1.0,0.0,0.0,6235686.0,86.0,-11.0,-53.0,-3.1200000000000045
Bill Haas,69.5,417,6,2015,70.53,1199,17,28.0,-0.139,-2.909,21.0,28.0,0.131,2.76,21.0,28.0,0.361,0.131,0.158,0.072,21.0,73.17,439.0,6.0,28.0,0.072,1.504,21.0,28.0,0.158,3.313,21.0,2.0,1.0,0.0,0.0,23480501.0,26.0,-18.0,-38.0,-8.280000000000001
Hideki Matsuyama,69.5,695,10,2015,70.32,1547,22,41.0,-0.029,-0.919,32.0,41.0,0.703,22.491,32.0,41.0,1.748,0.703,0.79,0.256,32.0,69.11,622.0,9.0,41.0,0.256,8.18,32.0,41.0,0.79,25.273,32.0,5.0,0.0,1.0,2.0,7286569.0,17.0,-40.0,-5.0,-8.200000000000017
Russell Henley,69.6,696,10,2015,70.05,1401,20,40.0,0.578,20.797,36.0,40.0,0.454,16.36,36.0,40.0,0.199,0.454,-0.081,-0.174,36.0,71.8,718.0,10.0,40.0,-0.174,-6.275,36.0,40.0,-0.081,-2.914,36.0,3.0,0.0,0.0,1.0,6709293.0,47.0,-13.0,-164.0,11.810000000000002
Camilo Villegas,69.63,557,8,2015,71.18,1566,22,37.0,0.218,7.404,34.0,37.0,-0.301,-10.23,34.0,37.0,-0.083,-0.301,0.021,0.197,34.0,71.57,501.0,7.0,37.0,0.197,6.699,34.0,37.0,0.021,0.723,34.0,0.0,0.0,0.0,0.0,17920445.0,128.0,0.0,-63.0,0.6200000000000045
Martin Kaymer,69.67,209,3,2015,73.7,737,10,16.0,-0.378,-4.535,12.0,16.0,0.061,0.728,12.0,16.0,-0.588,0.061,-0.232,-0.417,12.0,72.0,216.0,3.0,16.0,-0.417,-5.004,12.0,16.0,-0.232,-2.779,12.0,1.0,0.0,0.0,0.0,9184505.0,14.0,0.0,546.4114420062696,-12.060000000000002
Joost Luiten,69.67,209,3,2015,72.7,727,10,16.0,-0.426,-5.111,12.0,16.0,0.367,4.407,12.0,16.0,0.722,0.367,0.632,-0.277,12.0,71.0,213.0,3.0,16.0,-0.277,-3.324,12.0,16.0,0.632,7.583,12.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,-61.0,-8.390000000000015
Louis Oosthuizen,69.67,209,3,2015,71.0,710,10,16.0,-0.275,-3.301,12.0,16.0,0.37,4.438,12.0,16.0,1.408,0.37,0.763,0.275,12.0,71.33,214.0,3.0,16.0,0.275,3.299,12.0,16.0,0.763,9.16,12.0,2.0,0.0,0.0,0.0,10205630.0,37.0,-14.0,-194.58855799373043,3.2299999999999898
Webb Simpson,69.67,418,6,2015,68.73,1031,15,26.0,-0.221,-5.303,24.0,26.0,0.224,5.366,24.0,26.0,1.5,0.224,0.712,0.564,24.0,69.33,416.0,6.0,26.0,0.564,13.533,24.0,26.0,0.712,17.09,24.0,3.0,0.0,0.0,0.0,20588649.0,45.0,-12.0,-30.0,-6.759999999999991
Matt Kuchar,69.8,698,10,2015,69.29,1455,21,40.0,0.554,21.049,38.0,40.0,-0.15,-5.717,38.0,40.0,0.35,-0.15,0.046,0.454,38.0,71.5,715.0,10.0,40.0,0.454,17.27,38.0,40.0,0.046,1.752,38.0,2.0,0.0,1.0,1.0,33885712.0,16.0,-5.0,60.0,-11.120000000000005
Sergio Garcia,69.83,419,6,2015,70.42,845,12,24.0,0.124,1.978,16.0,24.0,0.257,4.107,16.0,24.0,1.083,0.257,0.501,0.326,16.0,72.0,432.0,6.0,24.0,0.326,5.21,16.0,24.0,0.501,8.013,16.0,2.0,0.0,1.0,0.0,40443548.0,9.0,-20.0,-159.0,-14.069999999999993
Paul Casey,69.86,489,7,2015,70.11,1332,19,31.0,0.338,8.106,24.0,31.0,0.457,10.956,24.0,31.0,1.15,0.457,0.987,-0.295,24.0,70.33,422.0,6.0,31.0,-0.295,-7.069,24.0,31.0,0.987,23.698,24.0,3.0,0.0,1.0,1.0,14189827.0,44.0,-32.0,-117.0,2.9799999999999898
Jordan Spieth,69.88,559,8,2015,69.84,1327,19,34.0,0.796,21.48,27.0,34.0,0.522,14.087,27.0,34.0,1.727,0.522,0.697,0.508,27.0,69.75,558.0,8.0,34.0,0.508,13.716,27.0,34.0,0.697,18.828,27.0,6.0,1.0,2.0,0.0,20253033.0,4.0,-49.0,-118.0,43.05000000000001
Jason Day,70.0,420,6,2015,69.54,904,13,24.0,0.288,6.038,21.0,24.0,0.456,9.579,21.0,24.0,1.098,0.456,0.389,0.252,21.0,67.67,406.0,6.0,24.0,0.252,5.299,21.0,24.0,0.389,8.168,21.0,3.0,1.0,0.0,1.0,27021260.0,5.0,-13.0,-38.0,-8.76000000000002
Kevin Streelman,70.0,770,11,2015,70.61,1977,28,47.0,-0.183,-6.393,35.0,47.0,0.611,21.376,35.0,47.0,0.442,0.611,0.105,-0.274,35.0,71.0,710.0,10.0,47.0,-0.274,-9.584,35.0,47.0,0.105,3.689,35.0,1.0,0.0,1.0,0.0,12769987.0,74.0,-17.0,-32.0,-6.97999999999999
Erik Compton,70.14,491,7,2015,70.88,1772,25,38.0,0.415,12.869,31.0,38.0,-0.396,-12.271,31.0,38.0,-0.692,-0.396,-0.25,-0.046,31.0,72.14,505.0,7.0,38.0,-0.046,-1.437,31.0,38.0,-0.25,-7.757,31.0,1.0,0.0,0.0,0.0,3743937.0,117.0,-5.0,-143.0,-1.509999999999991
Zach Johnson,70.14,491,7,2015,70.47,1339,19,31.0,-0.351,-10.19,29.0,31.0,0.108,3.143,29.0,31.0,1.06,0.108,0.469,0.482,29.0,71.0,426.0,6.0,31.0,0.482,13.992,29.0,31.0,0.469,13.594,29.0,3.0,0.0,0.0,0.0,38476706.0,25.0,-33.0,-152.0,-0.8499999999999943
Jason Dufner,70.33,422,6,2015,72.06,1225,17,27.0,-0.154,-2.616,17.0,27.0,-0.003,-0.05,17.0,27.0,0.462,-0.003,-0.223,0.688,17.0,70.2,351.0,5.0,27.0,0.688,11.699,17.0,27.0,-0.223,-3.79,17.0,1.0,0.0,0.0,0.0,18237765.0,54.0,-7.0,92.0,-9.13000000000001
Morgan Hoffmann,70.33,422,6,2015,71.26,1354,19,31.0,0.488,12.676,26.0,31.0,-0.117,-3.053,26.0,31.0,-0.15,-0.117,-0.307,0.274,26.0,71.83,431.0,6.0,31.0,0.274,7.124,26.0,31.0,-0.307,-7.971,26.0,1.0,0.0,0.0,0.0,3700465.0,101.0,-13.0,-226.0,14.370000000000005
Jamie Donaldson,70.4,352,5,2015,71.36,999,14,24.0,0.469,8.92,19.0,24.0,0.292,5.539,19.0,24.0,0.483,0.292,-0.06,0.251,19.0,71.2,356.0,5.0,24.0,0.251,4.775,19.0,24.0,-0.06,-1.146,19.0,1.0,0.0,0.0,0.0,1598852.0,27.0,-27.0,-40.0,-8.72999999999999
Vijay Singh,70.4,352,5,2015,70.71,1202,17,26.0,-0.708,-16.99,24.0,26.0,0.186,4.464,24.0,26.0,0.977,0.186,0.196,0.595,24.0,70.6,353.0,5.0,26.0,0.595,14.278,24.0,26.0,0.196,4.71,24.0,1.0,0.0,0.0,0.0,69328584.0,221.0,-13.0,-46.0,-2.049999999999997
Hunter Mahan,70.44,634,9,2015,70.68,1343,19,36.0,0.552,16.566,30.0,36.0,0.368,11.026,30.0,36.0,-0.08,0.368,-0.432,-0.016,30.0,71.78,646.0,9.0,36.0,-0.016,-0.467,30.0,36.0,-0.432,-12.964,30.0,1.0,0.0,0.0,1.0,29475013.0,32.0,-41.0,-78.0,-6.409999999999997
Brandt Snedeker,70.45,775,11,2015,70.17,1684,24,43.0,0.472,16.047,34.0,43.0,0.129,4.394,34.0,43.0,0.346,0.129,-0.158,0.374,34.0,70.6,706.0,10.0,43.0,0.374,12.727,34.0,43.0,-0.158,-5.362,34.0,4.0,1.0,0.0,0.0,26766747.0,35.0,0.0,-70.0,-1.3499999999999943
Brian Harman,70.5,423,6,2015,71.46,1715,24,36.0,0.183,6.047,33.0,36.0,0.224,7.378,33.0,36.0,-0.171,0.224,-0.485,0.09,33.0,69.67,418.0,6.0,36.0,0.09,2.971,33.0,36.0,-0.485,-16.001,33.0,0.0,0.0,0.0,0.0,6018893.0,93.0,0.0,149.0,-3.910000000000011
Seung-Yul Noh,70.5,423,6,2015,71.48,1501,21,31.0,0.236,5.664,24.0,31.0,-0.647,-15.519,24.0,31.0,-0.237,-0.647,0.026,0.384,24.0,72.0,360.0,5.0,31.0,0.384,9.223,24.0,31.0,0.026,0.612,24.0,0.0,0.0,0.0,0.0,5048848.0,113.0,-7.0,150.0,-2.3599999999999994
Robert Streb,70.6,706,10,2015,70.23,1826,26,46.0,0.279,11.727,42.0,46.0,0.27,11.331,42.0,46.0,0.508,0.27,0.095,0.143,42.0,68.6,686.0,10.0,46.0,0.143,6.026,42.0,46.0,0.095,3.988,42.0,5.0,1.0,0.0,0.0,5702370.0,88.0,0.0,31.0,-3.180000000000007
